"","id","starttime","endtime","startrating","endrating","time"
"46",14,6.15277172093161,9.41985904035278,"B3","D",3.26708731942117
"47",15,0,20,"A1","A1",20
"48",16,0,9.34036410271876,"A1","A2",9.34036410271876
"49",16,9.34036410271876,20,"A2","A2",10.6596358972812
"50",17,0,6.68383023716146,"A2","A3",6.68383023716146
"51",17,6.68383023716146,11.2252644142432,"A3","B1",4.5414341770817
"52",17,11.2252644142432,13.5238968541485,"B1","A3",2.29863243990535
"53",17,13.5238968541485,20,"A3","A3",6.47610314585149
"54",18,0,3.63669023260989,"B1","C",3.63669023260989
"55",18,3.63669023260989,3.8826750414742,"C","B2",0.245984808864303
"56",18,3.8826750414742,11.0116308196046,"B2","B1",7.12895577813038
"57",18,11.0116308196046,20,"B1","B1",8.98836918039542
"58",19,0,5.99524297214899,"A2","A3",5.99524297214899
"59",19,5.99524297214899,20,"A3","A3",14.004757027851
"60",20,0,2.1192773945588,"A3","B1",2.1192773945588
"61",20,2.1192773945588,19.0948146095055,"B1","B2",16.9755372149467
"62",20,19.0948146095055,20,"B2","B2",0.905185390494516
"63",21,0,0.413956045253241,"C","B3",0.413956045253241
"64",21,0.413956045253241,0.937129336694666,"B3","B2",0.523173291441425
"65",21,0.937129336694666,1.19340160075387,"B2","B3",0.256272264059202
"66",21,1.19340160075387,3.03848984219761,"B3","B2",1.84508824144374
"67",21,3.03848984219761,3.3012940107607,"B2","B3",0.262804168563096
"68",21,3.3012940107607,6.59512835450071,"B3","B2",3.29383434374001
"69",21,6.59512835450071,6.79390755438633,"B2","B3",0.198779199885617
"70",21,6.79390755438633,11.6455153554504,"B3","C",4.85160780106405
"71",21,11.6455153554504,12.3774412090428,"C","B3",0.731925853592424
"72",21,12.3774412090428,16.5263296740163,"B3","B2",4.14888846497349
"73",21,16.5263296740163,20,"B2","B2",3.47367032598371
"74",22,0,20,"A2","A2",20
"75",23,0,2.2273611385637,"B3","B2",2.2273611385637
"76",23,2.2273611385637,5.46228555080944,"B2","B3",3.23492441224574
"77",23,5.46228555080944,5.64181426422191,"B3","C",0.179528713412464
"78",23,5.64181426422191,6.61242312101339,"C","B2",0.970608856791488
"79",23,6.61242312101339,6.65199133928229,"B2","B3",0.0395682182688981
"80",23,6.65199133928229,6.81564524799438,"B3","C",0.163653908712088
"81",23,6.81564524799438,8.73247257724457,"C","D",1.91682732925019
"82",24,0,0.961526669391133,"C","D",0.961526669391133
"83",25,0,2.72900977173069,"A1","A3",2.72900977173069
"84",25,2.72900977173069,15.4552368882142,"A3","B1",12.7262271164835
"85",25,15.4552368882142,20,"B1","B1",4.54476311178581
"86",26,0,0.182680250745292,"B2","B3",0.182680250745292
"87",26,0.182680250745292,5.20119602934446,"B3","D",5.01851577859916
"88",27,0,1.79109115013902,"A2","A3",1.79109115013902
"89",27,1.79109115013902,20,"A3","A3",18.208908849861
"90",28,0,6.67242779088135,"A2","A3",6.67242779088135
"91",28,6.67242779088135,11.97251223955,"A3","B1",5.3000844486687
"92",28,11.97251223955,20,"B1","B1",8.02748776044996
"93",29,0,20,"A1","A1",20
"94",30,0,6.31796761033124,"B1","B2",6.31796761033124
"95",30,6.31796761033124,11.693452349526,"B2","B3",5.37548473919475
"96",30,11.693452349526,17.7120233654049,"B3","C",6.01857101587887
"97",30,17.7120233654049,19.2261911218529,"C","B3",1.51416775644809
"98",30,19.2261911218529,20,"B3","B3",0.773808878147051
"99",31,0,13.9184086079132,"A3","B1",13.9184086079132
"100",31,13.9184086079132,20,"B1","B1",6.08159139208679
"101",32,0,3.61977472339898,"B2","B3",3.61977472339898
"102",32,3.61977472339898,6.38457947189393,"B3","B2",2.76480474849495
"103",32,6.38457947189393,12.167778858518,"B2","B3",5.78319938662407
"104",32,12.167778858518,12.7359009240356,"B3","C",0.568122065517569
"105",32,12.7359009240356,16.1118541456849,"C","B3",3.3759532216493
"106",32,16.1118541456849,17.1850183920862,"B3","C",1.0731642464013
"107",32,17.1850183920862,17.2045524296605,"C","B3",0.0195340375743136
"108",32,17.2045524296605,20,"B3","B3",2.79544757033952
"109",33,0,1.51292592809288,"B3","B2",1.51292592809288
"110",33,1.51292592809288,3.59797817352481,"B2","B3",2.08505224543192
"111",33,3.59797817352481,10.123349746771,"B3","B2",6.52537157324622
"112",33,10.123349746771,15.9630552134289,"B2","B3",5.83970546665791
"113",33,15.9630552134289,17.99689910795,"B3","C",2.03384389452102
"114",33,17.99689910795,20,"C","C",2.00310089205004
"115",34,0,3.28807753504416,"B1","A3",3.28807753504416
"116",34,3.28807753504416,20,"A3","A3",16.7119224649558
"117",35,0,2.59842636293564,"A2","A3",2.59842636293564
"118",35,2.59842636293564,12.9787608967295,"A3","A2",10.3803345337938
"119",35,12.9787608967295,19.5358918868727,"A2","A3",6.55713099014319
"120",35,19.5358918868727,20,"A3","A3",0.464108113127338
"121",36,0,13.6489259461896,"B1","B2",13.6489259461896
"122",36,13.6489259461896,20,"B2","B2",6.35107405381043
"123",37,0,5.45961156242699,"B3","D",5.45961156242699
"124",38,0,4.75986331855063,"B3","C",4.75986331855063
"125",38,4.75986331855063,13.234451722192,"C","D",8.47458840364134
"126",39,0,2.93270476460119,"B3","B2",2.93270476460119
"127",39,2.93270476460119,10.5763759588717,"B2","C",7.64367119427052
"128",39,10.5763759588717,10.6764722077364,"C","D",0.100096248864686
"129",40,0,1.6202958406246,"C","B2",1.6202958406246
"130",40,1.6202958406246,6.61868496497334,"B2","C",4.99838912434875
"131",40,6.61868496497334,11.8194615016371,"C","D",5.20077653666374
"132",41,0,2.35505982825427,"B3","C",2.35505982825427
"133",41,2.35505982825427,4.75907799047289,"C","D",2.40401816221862
"134",42,0,4.96894091885036,"A2","A3",4.96894091885036
"135",42,4.96894091885036,9.02371186873595,"A3","B1",4.05477094988559
"136",42,9.02371186873595,9.06082190941326,"B1","A3",0.0371100406773106
"137",42,9.06082190941326,16.6396709477239,"A3","B1",7.57884903831067
"138",42,16.6396709477239,20,"B1","B1",3.36032905227606
"139",43,0,12.2318179485097,"B1","B2",12.2318179485097
"140",43,12.2318179485097,13.7702132550193,"B2","B1",1.53839530650968
"141",43,13.7702132550193,15.8431734968113,"B1","A3",2.07296024179198
"142",43,15.8431734968113,20,"A3","A3",4.15682650318869
"143",44,0,2.69589062760559,"A2","A3",2.69589062760559
"144",44,2.69589062760559,4.70580161487149,"A3","B1",2.00991098726589
"145",44,4.70580161487149,10.4972446173524,"B1","A3",5.79144300248089
"146",44,10.4972446173524,20,"A3","A3",9.50275538264762
"147",45,0,1.1166043672083,"B1","B2",1.1166043672083
"148",45,1.1166043672083,16.8609904133194,"B2","B3",15.7443860461111
"149",45,16.8609904133194,17.2409758007425,"B3","C",0.379985387423048
"150",45,17.2409758007425,20,"C","C",2.75902419925753
"151",46,0,4.5469709631468,"B1","B3",4.5469709631468
"152",46,4.5469709631468,11.2585973688775,"B3","A3",6.71162640573074
"153",46,11.2585973688775,20,"A3","A3",8.74140263112247
"154",47,0,2.96869782784593,"A1","A3",2.96869782784593
"155",47,2.96869782784593,16.820129913105,"A3","A2",13.8514320852591
"156",47,16.820129913105,20,"A2","A2",3.17987008689495
"157",48,0,2.87890114840405,"C","D",2.87890114840405
"158",49,0,20,"B1","B1",20
"159",50,0,2.98157915406054,"A2","A1",2.98157915406054
"160",50,2.98157915406054,20,"A1","A1",17.0184208459395
"161",51,0,2.29010011819301,"C","D",2.29010011819301
"162",52,0,4.44528222848862,"B2","C",4.44528222848862
"163",52,4.44528222848862,5.7344292953047,"C","B3",1.28914706681608
"164",52,5.7344292953047,10.4233983943498,"B3","B2",4.68896909904506
"165",52,10.4233983943498,20,"B2","B2",9.57660160565024
"166",53,0,4.60909272092579,"A3","A2",4.60909272092579
"167",53,4.60909272092579,14.2516297652934,"A2","A3",9.64253704436757
"168",53,14.2516297652934,20,"A3","A3",5.74837023470664
"169",54,0,2.35631767669372,"B1","B2",2.35631767669372
"170",54,2.35631767669372,9.34026831690019,"B2","B1",6.98395064020647
"171",54,9.34026831690019,9.55345234605397,"B1","B2",0.213184029153785
"172",54,9.55345234605397,11.1976259209273,"B2","B3",1.64417357487333
"173",54,11.1976259209273,12.2760480910285,"B3","B2",1.07842217010115
"174",54,12.2760480910285,14.0281853791392,"B2","B3",1.75213728811074
"175",54,14.0281853791392,20,"B3","B3",5.97181462086081
"176",55,0,6.0622985521608,"A2","A3",6.0622985521608
"177",55,6.0622985521608,7.50880985226492,"A3","A2",1.44651130010412
"178",55,7.50880985226492,9.30889145850266,"A2","A3",1.80008160623773
"179",55,9.30889145850266,20,"A3","A3",10.6911085414973
"180",56,0,7.70744272252164,"B3","C",7.70744272252164
"181",56,7.70744272252164,11.6310132311744,"C","D",3.92357050865277
"182",57,0,9.99681060769758,"A2","A3",9.99681060769758
"183",57,9.99681060769758,14.6840701660212,"A3","B1",4.68725955832366
"184",57,14.6840701660212,16.3197997695705,"B1","A3",1.6357296035493
"185",57,16.3197997695705,18.9463460344119,"A3","B1",2.62654626484135
"186",57,18.9463460344119,20,"B1","B1",1.05365396558811
"187",58,0,0.674812710183907,"B2","B3",0.674812710183907
"188",58,0.674812710183907,2.70896108038695,"B3","C",2.03414837020304
"189",58,2.70896108038695,3.78739419494467,"C","D",1.07843311455772
"190",59,0,13.2872120766717,"B1","B2",13.2872120766717
"191",59,13.2872120766717,13.6862077904564,"B2","B1",0.398995713784723
"192",59,13.6862077904564,15.7060791902379,"B1","B2",2.01987139978154
"193",59,15.7060791902379,16.6622320347274,"B2","B1",0.95615284448944
"194",59,16.6622320347274,20,"B1","B1",3.33776796527263
"195",60,0,2.86506600350406,"B2","B3",2.86506600350406
"196",60,2.86506600350406,5.2504972060035,"B3","D",2.38543120249945
"197",61,0,3.23704582785916,"B2","B3",3.23704582785916
"198",61,3.23704582785916,3.99976325096653,"B3","B2",0.762717423107364
"199",61,3.99976325096653,4.25392390772733,"B2","B1",0.254160656760797
"200",61,4.25392390772733,9.28955976140713,"B1","A3",5.03563585367981
"201",61,9.28955976140713,14.3390315804691,"A3","A2",5.04947181906199
"202",61,14.3390315804691,20,"A2","A2",5.66096841953088
"203",62,0,20,"A2","A2",20
"204",63,0,5.90459487711792,"B2","B3",5.90459487711792
"205",63,5.90459487711792,8.03564098601588,"B3","C",2.13104610889796
"206",63,8.03564098601588,9.72552799721884,"C","B3",1.68988701120296
"207",63,9.72552799721884,14.47419255327,"B3","B2",4.74866455605112
"208",63,14.47419255327,20,"B2","B2",5.52580744673003
"209",64,0,0.411430180000483,"B2","B3",0.411430180000483
"210",64,0.411430180000483,6.6086694548704,"B3","C",6.19723927486991
"211",64,6.6086694548704,11.0523118246924,"C","B2",4.44364236982203
"212",64,11.0523118246924,13.048665304385,"B2","B3",1.99635347969253
"213",64,13.048665304385,16.4857561876933,"B3","B2",3.4370908833083
"214",64,16.4857561876933,20,"B2","B2",3.51424381230674
"215",65,0,12.5528154883597,"B2","B1",12.5528154883597
"216",65,12.5528154883597,20,"B1","B1",7.44718451164026
"217",66,0,5.4899912401933,"A2","A1",5.4899912401933
"218",66,5.4899912401933,14.7582428143649,"A1","A3",9.26825157417157
"219",66,14.7582428143649,20,"A3","A3",5.24175718563512
"220",67,0,1.77228615126965,"B2","B1",1.77228615126965
"221",67,1.77228615126965,5.91197296658629,"B1","B2",4.13968681531664
"222",67,5.91197296658629,6.17209208009429,"B2","B1",0.260119113508005
"223",67,6.17209208009429,6.91219358663706,"B1","B2",0.740101506542769
"224",67,6.91219358663706,7.53227466158179,"B2","B3",0.620081074944731
"225",67,7.53227466158179,13.9930669120588,"B3","B2",6.46079225047701
"226",67,13.9930669120588,16.5802338924798,"B2","B3",2.58716698042105
"227",67,16.5802338924798,18.6576432871616,"B3","B2",2.07740939468177
"228",67,18.6576432871616,18.6965406818688,"B2","B3",0.0388973947071847
"229",67,18.6965406818688,20,"B3","B3",1.3034593181312
"230",68,0,4.49811813247662,"B1","B2",4.49811813247662
"231",68,4.49811813247662,6.69394736196019,"B2","B3",2.19582922948357
"232",68,6.69394736196019,9.19334584698305,"B3","B2",2.49939848502286
"233",68,9.19334584698305,10.7768726363214,"B2","B1",1.58352678933837
"234",68,10.7768726363214,17.8889915239389,"B1","B2",7.11211888761748
"235",68,17.8889915239389,19.6042513969471,"B2","B1",1.71525987300818
"236",68,19.6042513969471,19.7988079517428,"B1","B2",0.194556554795717
"237",68,19.7988079517428,20,"B2","B2",0.201192048257212
"238",69,0,7.33873604478562,"B2","B1",7.33873604478562
"239",69,7.33873604478562,16.9195849918212,"B1","A3",9.58084894703559
"240",69,16.9195849918212,19.423483592822,"A3","B1",2.50389860100078
"241",69,19.423483592822,20,"B1","B1",0.576516407178008
"242",70,0,2.46265976321775,"A2","A3",2.46265976321775
"243",70,2.46265976321775,15.3885213016548,"A3","A2",12.925861538437
"244",70,15.3885213016548,20,"A2","A2",4.61147869834522
"245",71,0,0.368798074852742,"B1","A3",0.368798074852742
"246",71,0.368798074852742,2.63569967279969,"A3","A2",2.26690159794694
"247",71,2.63569967279969,2.81474744166421,"A2","A3",0.179047768864521
"248",71,2.81474744166421,3.61111262247912,"A3","A2",0.796365180814912
"249",71,3.61111262247912,8.42529610390969,"A2","A3",4.81418348143058
"250",71,8.42529610390969,13.6695533480089,"A3","B1",5.24425724409919
"251",71,13.6695533480089,14.3727563334635,"B1","A3",0.703202985454633
"252",71,14.3727563334635,17.7786760252388,"A3","B1",3.40591969177528
"253",71,17.7786760252388,20,"B1","B1",2.2213239747612
"254",72,0,0.0775866596564196,"B3","B2",0.0775866596564196
"255",72,0.0775866596564196,0.330249813643796,"B2","B3",0.252663153987377
"256",72,0.330249813643796,0.757566272019588,"B3","B2",0.427316458375792
"257",72,0.757566272019588,2.1899986826517,"B2","B1",1.43243241063211
"258",72,2.1899986826517,2.21775471498237,"B1","B2",0.0277560323306671
"259",72,2.21775471498237,5.28794652131302,"B2","B3",3.07019180633065
"260",72,5.28794652131302,7.17189348733395,"B3","B2",1.88394696602093
"261",72,7.17189348733395,7.50663564253917,"B2","B1",0.334742155205221
"262",72,7.50663564253917,19.1198946188841,"B1","B2",11.6132589763449
"263",72,19.1198946188841,19.4237644091692,"B2","B3",0.303869790285155
"264",72,19.4237644091692,20,"B3","B3",0.576235590830755
"265",73,0,3.90811209958905,"B1","B3",3.90811209958905
"266",73,3.90811209958905,6.73430808490262,"B3","B2",2.82619598531357
"267",73,6.73430808490262,11.9675309928788,"B2","B1",5.23322290797614
"268",73,11.9675309928788,12.9393944226839,"B1","B2",0.971863429805175
"269",73,12.9393944226839,18.0633766220492,"B2","B3",5.12398219936529
"270",73,18.0633766220492,19.9890557962661,"B3","D",1.92567917421687
"271",74,0,6.80234924566845,"C","B3",6.80234924566845
"272",74,6.80234924566845,16.611328012271,"B3","B2",9.80897876660254
"273",74,16.611328012271,17.7385974910757,"B2","B3",1.12726947880472
"274",74,17.7385974910757,19.9120653395816,"B3","B2",2.17346784850587
"275",74,19.9120653395816,20,"B2","B2",0.0879346604184228
"276",75,0,6.36524295437826,"B1","B2",6.36524295437826
"277",75,6.36524295437826,9.50294325246975,"B2","B1",3.13770029809149
"278",75,9.50294325246975,9.699329329108,"B1","B3",0.196386076638245
"279",75,9.699329329108,11.8197692948089,"B3","C",2.12043996570094
"280",75,11.8197692948089,13.0399770204668,"C","D",1.22020772565783
"281",76,0,3.93646562477635,"A3","B1",3.93646562477635
"282",76,3.93646562477635,7.75339573834414,"B1","B2",3.81693011356779
"283",76,7.75339573834414,10.5272415326232,"B2","B3",2.77384579427907
"284",76,10.5272415326232,10.9573294072282,"B3","C",0.43008787460497
"285",76,10.9573294072282,13.0400662308822,"C","D",2.08273682365402
"286",77,0,20,"A3","A3",20
"287",78,0,5.66598843613366,"B2","B3",5.66598843613366
"288",78,5.66598843613366,7.56871549841646,"B3","C",1.9027270622828
"289",78,7.56871549841646,9.91508284061166,"C","B3",2.34636734219521
"290",78,9.91508284061166,17.1476654778165,"B3","B2",7.2325826372048
"291",78,17.1476654778165,20,"B2","B2",2.85233452218354
"292",79,0,18.6580804399605,"B1","B2",18.6580804399605
"293",79,18.6580804399605,20,"B2","B2",1.34191956003953
"294",80,0,3.23236891065352,"C","B3",3.23236891065352
"295",80,3.23236891065352,11.3205675581465,"B3","D",8.08819864749293
"296",81,0,7.09536816270891,"A2","A3",7.09536816270891
"297",81,7.09536816270891,13.9759214727998,"A3","B1",6.88055331009088
"298",81,13.9759214727998,18.2295835683855,"B1","A3",4.25366209558571
"299",81,18.2295835683855,20,"A3","A3",1.77041643161449
"300",82,0,0.400437299943196,"B2","B3",0.400437299943196
"301",82,0.400437299943196,4.21178607822339,"B3","B2",3.81134877828019
"302",82,4.21178607822339,5.80522384914133,"B2","B1",1.59343777091794
"303",82,5.80522384914133,16.4055282497291,"B1","B2",10.6003044005877
"304",82,16.4055282497291,20,"B2","B2",3.59447175027095
"305",83,0,0.767829432622216,"B1","B2",0.767829432622216
"306",83,0.767829432622216,2.61409771737427,"B2","B3",1.84626828475206
"307",83,2.61409771737427,4.96641759190358,"B3","D",2.35231987452931
"308",84,0,3.54259389845009,"B3","C",3.54259389845009
"309",84,3.54259389845009,6.15959751805926,"C","D",2.61700361960917
"310",85,0,5.48435494872083,"A3","A2",5.48435494872083
"311",85,5.48435494872083,20,"A2","A2",14.5156450512792
"312",86,0,14.6429320688216,"B1","B2",14.6429320688216
"313",86,14.6429320688216,19.5294311124539,"B2","A3",4.88649904363231
"314",86,19.5294311124539,20,"A3","A3",0.470568887546094
"315",87,0,1.5357618033745,"C","B3",1.5357618033745
"316",87,1.5357618033745,12.1292567929246,"B3","B2",10.5934949895501
"317",87,12.1292567929246,16.1599370925528,"B2","B3",4.03068029962828
"318",87,16.1599370925528,17.3724533576672,"B3","B2",1.21251626511433
"319",87,17.3724533576672,20,"B2","B2",2.62754664233284
"320",88,0,2.96577140458589,"A2","A3",2.96577140458589
"321",88,2.96577140458589,12.3390404415282,"A3","B1",9.3732690369423
"322",88,12.3390404415282,20,"B1","B1",7.66095955847181
"323",89,0,20,"A1","A1",20
"324",90,0,8.03181857647855,"B2","C",8.03181857647855
"325",90,8.03181857647855,11.0339166154346,"C","B3",3.00209803895608
"326",90,11.0339166154346,20,"B3","B3",8.96608338456537
"327",91,0,1.30835901010421,"A3","A2",1.30835901010421
"328",91,1.30835901010421,20,"A2","A2",18.6916409898958
"329",92,0,1.48898893236568,"B3","C",1.48898893236568
"330",92,1.48898893236568,3.88470573007972,"C","D",2.39571679771404
"331",93,0,20,"A1","A1",20
"332",94,0,20,"B1","B1",20
"333",95,0,1.70486612313783,"A3","A2",1.70486612313783
"334",95,1.70486612313783,8.86955598376524,"A2","A3",7.16468986062741
"335",95,8.86955598376524,20,"A3","A3",11.1304440162348
"336",96,0,12.7437706352981,"A2","A3",12.7437706352981
"337",96,12.7437706352981,20,"A3","A3",7.25622936470186
"338",97,0,2.52440071467467,"B3","C",2.52440071467467
"339",97,2.52440071467467,17.3526772148094,"C","B1",14.8282765001347
"340",97,17.3526772148094,20,"B1","B1",2.6473227851906
"341",98,0,15.5683154906233,"A2","A3",15.5683154906233
"342",98,15.5683154906233,20,"A3","A3",4.43168450937669
"343",99,0,1.06630041457068,"B2","B1",1.06630041457068
"344",99,1.06630041457068,8.56788129305838,"B1","B3",7.5015808784877
"345",99,8.56788129305838,16.6417029729405,"B3","B2",8.0738216798821
"346",99,16.6417029729405,19.5041499054816,"B2","B3",2.86244693254108
"347",99,19.5041499054816,20,"B3","B3",0.495850094518442
"348",100,0,4.45471799043756,"C","D",4.45471799043756
"349",101,0,2.60128731158813,"A2","A3",2.60128731158813
"350",101,2.60128731158813,3.19904525823415,"A3","B1",0.597757946646017
"351",101,3.19904525823415,20,"B1","B1",16.8009547417659
"352",102,0,1.36957280167283,"B2","B3",1.36957280167283
"353",102,1.36957280167283,13.2111718250662,"B3","B2",11.8415990233934
"354",102,13.2111718250662,14.6035591917201,"B2","B3",1.39238736665387
"355",102,14.6035591917201,18.7765155746519,"B3","C",4.17295638293184
"356",102,18.7765155746519,20,"C","C",1.22348442534807
"357",103,0,20,"A1","A1",20
"358",104,0,0.519740085185749,"C","B3",0.519740085185749
"359",104,0.519740085185749,0.688907510877477,"B3","C",0.169167425691728
"360",104,0.688907510877477,3.75032291375718,"C","B2",3.0614154028797
"361",104,3.75032291375718,7.97215012080001,"B2","B3",4.22182720704283
"362",104,7.97215012080001,11.2985256739517,"B3","B2",3.32637555315172
"363",104,11.2985256739517,14.2081340280304,"B2","B3",2.90960835407869
"364",104,14.2081340280304,16.0192144761119,"B3","B2",1.81108044808154
"365",104,16.0192144761119,20,"B2","B2",3.98078552388806
"366",105,0,2.47406429221695,"B3","C",2.47406429221695
"367",105,2.47406429221695,7.18515428546564,"C","B3",4.71108999324869
"368",105,7.18515428546564,8.51520897879084,"B3","D",1.3300546933252
"369",106,0,0.660898927987024,"C","B3",0.660898927987024
"370",106,0.660898927987024,3.98256180951128,"B3","D",3.32166288152426
"371",107,0,4.49807582098494,"A3","A2",4.49807582098494
"372",107,4.49807582098494,20,"A2","A2",15.5019241790151
"373",108,0,2.20405090049122,"B1","B2",2.20405090049122
"374",108,2.20405090049122,10.054705451571,"B2","B1",7.85065455107981
"375",108,10.054705451571,13.5126811765481,"B1","B2",3.45797572497711
"376",108,13.5126811765481,17.3457639877034,"B2","B1",3.83308281115529
"377",108,17.3457639877034,20,"B1","B1",2.65423601229658
"378",109,0,11.6149506625635,"B1","B3",11.6149506625635
"379",109,11.6149506625635,12.5277539532188,"B3","B2",0.912803290655312
"380",109,12.5277539532188,15.4226744324957,"B2","B3",2.89492047927693
"381",109,15.4226744324957,20,"B3","B3",4.57732556750427
"382",110,0,0.0179167945945981,"B1","B2",0.0179167945945981
"383",110,0.0179167945945981,0.542817967360141,"B2","B3",0.524901172765543
"384",110,0.542817967360141,1.72118867239727,"B3","B2",1.17837070503713
"385",110,1.72118867239727,7.29693554953532,"B2","B3",5.57574687713805
"386",110,7.29693554953532,10.3516030643744,"B3","B2",3.05466751483906
"387",110,10.3516030643744,13.1488372795911,"B2","B3",2.79723421521673
"388",110,13.1488372795911,18.3373481563432,"B3","C",5.18851087675213
"389",110,18.3373481563432,20,"C","C",1.66265184365675
"390",111,0,0.595883212293286,"C","B3",0.595883212293286
"391",111,0.595883212293286,17.7146554468278,"B3","B2",17.1187722345345
"392",111,17.7146554468278,19.6694174072233,"B2","B3",1.95476196039549
"393",111,19.6694174072233,19.7472327744025,"B3","B2",0.0778153671791983
"394",111,19.7472327744025,20,"B2","B2",0.252767225597488
"395",112,0,20,"A3","A3",20
"396",113,0,1.79045777009333,"B2","B3",1.79045777009333
"397",113,1.79045777009333,2.56244435120805,"B3","B2",0.771986581114722
"398",113,2.56244435120805,4.5361287868037,"B2","B3",1.97368443559564
"399",113,4.5361287868037,6.65973293562404,"B3","C",2.12360414882035
"400",113,6.65973293562404,7.51119151173893,"C","D",0.851458576114886
"401",114,0,3.79637462929327,"B2","B3",3.79637462929327
"402",114,3.79637462929327,8.15867450076509,"B3","B2",4.36229987147182
"403",114,8.15867450076509,18.0587498573427,"B2","B3",9.90007535657763
"404",114,18.0587498573427,20,"B3","B3",1.94125014265729
"405",115,0,0.297427792306115,"B1","B3",0.297427792306115
"406",115,0.297427792306115,3.04354676662244,"B3","B2",2.74611897431632
"407",115,3.04354676662244,4.8720031781452,"B2","B1",1.82845641152276
"408",115,4.8720031781452,5.36541543266034,"B1","A3",0.493412254515137
"409",115,5.36541543266034,8.47787104658356,"A3","B1",3.11245561392322
"410",115,8.47787104658356,20,"B1","B1",11.5221289534164
"411",116,0,1.64667842898157,"C","B3",1.64667842898157
"412",116,1.64667842898157,5.84738126418226,"B3","C",4.2007028352007
"413",116,5.84738126418226,7.29617410493113,"C","B3",1.44879284074886
"414",116,7.29617410493113,20,"B3","B3",12.7038258950689
"415",117,0,1.83718379539183,"C","D",1.83718379539183
"416",118,0,0.724458408776916,"B3","C",0.724458408776916
"417",118,0.724458408776916,3.97171912012076,"C","B3",3.24726071134384
"418",118,3.97171912012076,4.85866497040426,"B3","B2",0.886945850283503
"419",118,4.85866497040426,7.13513156516976,"B2","C",2.2764665947655
"420",118,7.13513156516976,11.3995459087083,"C","D",4.26441434353857
"421",119,0,20,"A1","A1",20
"422",120,0,2.60232978752336,"B2","B1",2.60232978752336
"423",120,2.60232978752336,6.31923486217692,"B1","A3",3.71690507465356
"424",120,6.31923486217692,13.4807420472328,"A3","B1",7.1615071850559
"425",120,13.4807420472328,16.7170794818212,"B1","A3",3.23633743458839
"426",120,16.7170794818212,20,"A3","A3",3.2829205181788
"427",121,0,15.8748576508215,"A3","B1",15.8748576508215
"428",121,15.8748576508215,20,"B1","B1",4.12514234917852
"429",122,0,0.814955710669109,"A2","A3",0.814955710669109
