id,start.year,default,wcTA,reTA,ebitTA,mktcapTL,sTA
24,2014,0,0.04,0.39,0.04,1.54,0.14
24,2015,0,0.04,0.43,0.06,1.91,0.16
25,2010,0,0.15,0.35,0.06,2.86,0.27
25,2011,0,0.03,0.24,0.07,1.45,0.22
25,2012,0,0.09,0.25,0.02,1.73,0.21
25,2013,0,0.09,0.23,0.04,1.00,0.20
25,2014,0,0.09,0.26,0.05,1.71,0.19
25,2015,0,0.07,0.29,0.03,1.45,0.22
26,2010,0,0.19,0.02,0.04,3.10,0.12
26,2011,0,0.42,0.11,0.05,7.44,0.11
27,2010,0,0.06,0.31,0.07,1.13,0.32
27,2011,0,0.09,0.32,0.07,1.04,0.39
27,2012,0,0.04,0.27,0.04,0.56,0.21
27,2013,0,0.04,0.28,0.05,0.57,0.26
27,2014,0,0.08,0.29,0.03,0.57,0.30
27,2015,0,0.01,0.25,0.05,0.74,0.31
28,2010,0,0.07,0.69,0.07,1.52,0.24
28,2011,0,0.08,0.70,0.06,1.32,0.27
28,2012,0,0.17,0.80,0.06,1.87,0.28
28,2013,0,0.10,0.78,0.06,2.02,0.27
28,2014,0,0.04,0.67,0.06,2.22,0.24
28,2015,0,0.12,0.72,0.07,2.42,0.26
29,2011,0,-0.07,0.08,0.03,0.34,0.22
29,2012,0,-0.09,0.09,0.03,0.39,0.08
29,2013,0,-0.08,0.05,0.03,0.36,0.11
29,2014,0,0.00,0.06,0.05,0.46,0.14
29,2015,0,0.01,0.09,0.04,0.57,0.13
30,2010,0,0.25,0.56,0.08,0.84,0.27
30,2011,0,0.06,0.46,0.05,0.49,0.27
30,2012,0,0.17,0.42,0.06,0.50,0.26
30,2013,0,0.24,0.48,0.06,0.56,0.24
30,2014,0,0.34,0.56,0.04,1.18,0.26
30,2015,0,0.33,0.58,0.04,1.43,0.21
31,2010,0,0.13,0.12,0.07,2.92,0.15
31,2011,0,0.07,-0.03,0.06,4.59,0.20
31,2012,0,0.13,0.01,0.07,4.30,0.19
31,2013,0,0.27,0.14,0.07,2.82,0.18
31,2014,0,0.24,0.15,0.05,2.62,0.17
31,2015,0,0.20,0.17,0.07,2.42,0.17
32,2009,0,0.30,-0.20,0.04,0.83,0.14
32,2010,0,0.41,-0.10,0.07,0.87,0.18
32,2011,0,0.41,-0.02,0.03,0.84,0.14
32,2012,0,0.55,0.04,0.10,0.98,0.20
32,2013,0,0.64,0.09,0.07,1.20,0.20
32,2014,0,0.46,0.20,0.10,4.67,0.24
33,2010,0,-0.04,0.13,0.05,1.81,0.13
33,2011,0,-0.11,0.06,0.05,0.50,0.09
33,2012,0,0.02,0.01,0.03,0.59,0.11
33,2013,0,0.10,-0.27,0.04,0.51,0.19
33,2014,0,0.06,-0.27,0.04,0.50,0.20
33,2015,0,0.04,-0.60,0.05,0.62,0.24
34,2010,0,0.17,0.08,0.10,0.48,0.69
34,2011,1,0.08,-0.04,-0.02,0.14,0.70
35,2006,0,0.10,0.22,0.07,1.43,0.41
35,2007,0,0.14,0.28,0.07,1.81,0.39
35,2008,0,0.15,0.33,0.05,2.28,0.41
35,2009,0,0.09,0.31,0.05,1.40,0.32
35,2010,0,0.02,0.35,0.08,1.13,0.34
35,2011,0,0.04,0.38,0.07,1.48,0.32
35,2012,0,0.06,0.37,0.06,1.54,0.27
35,2013,0,0.12,0.44,0.08,2.11,0.27
35,2014,0,0.10,0.46,0.06,2.37,0.26
35,2015,0,0.16,0.47,0.08,3.23,0.27
36,2006,0,0.39,0.35,0.12,20.76,0.24
36,2007,0,0.34,0.35,0.13,20.53,0.25
36,2008,0,0.28,0.33,0.11,14.44,0.22
36,2009,0,0.29,0.27,0.12,24.01,0.24
36,2010,0,0.32,0.26,0.12,58.24,0.27
36,2011,0,0.41,0.29,0.10,60.61,0.20
36,2012,0,0.47,0.29,0.09,48.17,0.20
36,2013,0,0.24,-0.01,0.06,10.10,0.11
36,2014,0,0.24,0.00,0.06,11.77,0.12
36,2015,0,0.20,-0.05,0.07,8.59,0.14
37,2010,0,0.45,0.55,0.07,15.43,0.23
37,2011,0,0.59,0.43,0.10,11.06,0.21
37,2012,0,0.62,0.45,0.03,6.76,0.12
37,2013,0,0.66,0.46,0.04,4.74,0.13
37,2014,0,0.61,0.65,0.06,20.25,0.18
38,2010,0,0.00,0.73,0.05,3.81,0.23
38,2011,0,0.02,0.80,0.07,4.63,0.24
38,2012,0,0.01,0.82,0.07,4.10,0.25
38,2013,0,0.02,0.86,0.06,3.76,0.25
38,2014,0,0.02,0.93,0.06,3.63,0.25
38,2015,0,0.01,0.92,0.07,2.98,0.24
39,2010,0,0.03,0.13,0.06,1.52,0.10
39,2011,0,0.05,0.20,0.09,2.33,0.14
39,2012,0,0.05,0.16,0.04,1.54,0.09
39,2013,0,0.05,0.17,0.06,1.84,0.11
39,2014,0,0.04,0.22,0.07,2.26,0.12
39,2015,0,0.03,0.27,0.08,2.30,0.13
40,2010,0,0.55,0.34,0.03,4.98,0.28
40,2011,0,0.53,0.39,0.04,3.12,0.29
40,2012,0,0.62,0.39,0.05,2.62,0.27
40,2013,0,0.62,0.39,0.04,2.39,0.26
40,2014,0,0.55,0.38,0.03,2.92,0.28
41,2006,0,0.53,0.38,0.11,7.63,0.34
41,2007,0,0.51,0.47,0.07,3.79,0.28
41,2008,0,0.49,0.44,0.07,5.78,0.27
41,2009,0,0.52,0.50,0.05,7.07,0.17
41,2010,0,0.54,0.49,0.09,14.38,0.28
41,2011,0,0.60,0.51,0.12,12.56,0.31
41,2012,0,0.68,0.61,0.04,12.56,0.17
41,2013,0,0.67,0.60,0.03,11.27,0.17
41,2014,0,0.67,0.60,0.04,17.32,0.16
41,2015,0,0.68,0.63,0.08,9.69,0.21
42,2010,0,0.08,0.27,0.05,1.03,0.14
42,2011,0,0.23,1.15,0.06,0.36,0.36
42,2012,0,0.06,1.43,0.09,0.37,0.37
42,2013,0,0.09,1.64,0.09,1.34,0.44
42,2014,0,0.11,1.43,0.08,1.65,0.44
42,2015,0,0.19,1.32,0.08,2.32,0.47
43,2010,0,0.17,0.15,0.04,1.19,0.25
43,2011,0,0.16,0.12,0.03,0.74,0.37
43,2012,0,0.19,0.11,0.04,1.06,0.40
43,2013,0,0.19,0.10,0.04,0.99,0.48
43,2014,0,0.21,0.12,0.05,0.86,0.50
43,2015,0,0.22,0.14,0.06,0.95,0.53
44,2010,0,-0.03,0.08,0.08,0.49,0.64
44,2011,0,-0.04,0.16,0.08,0.75,0.57
44,2012,0,0.00,0.24,0.04,1.85,0.49
44,2013,0,0.05,0.23,0.06,1.64,0.53
44,2014,0,0.02,0.31,0.06,2.66,0.59
44,2015,0,0.07,0.34,0.07,3.36,0.60
45,2010,0,0.09,0.26,0.05,0.41,0.20
45,2011,0,0.19,0.28,0.02,0.06,0.21
45,2012,0,0.22,0.28,0.03,0.07,0.20
46,2010,0,0.44,0.28,0.05,0.86,0.57
46,2011,0,0.45,0.21,0.07,0.51,0.53
46,2012,0,0.48,0.26,0.04,0.85,0.41
46,2013,0,0.43,0.18,0.03,0.40,0.45
46,2014,0,0.43,0.21,0.05,0.64,0.50
46,2015,0,0.45,0.27,0.04,0.88,0.52
47,2010,0,0.09,0.19,0.05,0.55,0.42
48,2010,0,0.13,0.29,0.04,0.60,0.33
48,2011,0,0.10,0.26,0.04,0.52,0.34
48,2012,0,0.13,0.29,0.04,0.60,0.34
48,2013,0,0.10,0.29,0.05,0.44,0.33
48,2014,0,0.12,0.28,0.02,0.50,0.32
48,2015,0,0.10,0.32,0.03,0.86,0.35
49,2008,0,0.07,0.11,0.04,0.85,0.12
49,2009,0,0.03,0.11,0.04,0.85,0.14
49,2010,0,0.00,0.12,0.04,0.73,0.13
49,2011,0,-0.06,0.14,0.03,0.81,0.11
49,2012,0,-0.07,0.11,0.06,0.45,0.10
49,2013,0,-0.09,0.09,0.05,0.48,0.10
49,2014,0,-0.05,0.10,0.04,0.64,0.10
49,2015,0,0.04,0.11,0.06,0.62,0.14
50,2010,0,-0.02,0.31,0.06,1.62,0.17
51,2010,0,0.20,0.65,0.09,15.01,0.28
51,2011,0,0.13,0.27,0.05,2.77,0.13
51,2012,0,0.11,0.31,0.04,2.36,0.14
51,2013,0,0.12,0.35,0.05,2.08,0.12
51,2014,0,0.13,0.37,0.05,1.44,0.13
51,2015,0,0.06,0.38,0.06,1.61,0.13
52,2010,0,0.09,0.51,0.08,4.65,0.38
52,2011,0,0.10,0.53,0.06,3.30,0.38
52,2012,0,0.04,0.54,0.06,3.32,0.35
52,2013,0,0.00,0.42,0.06,2.61,0.33
52,2014,0,0.02,0.44,0.06,2.26,0.33
52,2015,0,0.08,0.46,0.05,2.35,0.37
53,2010,0,0.54,0.53,0.05,1.06,0.59
53,2011,0,0.40,0.33,0.07,0.82,0.54
53,2012,0,0.24,0.32,0.05,0.77,0.46
53,2013,0,0.44,0.27,0.03,0.94,0.49
53,2014,0,0.42,0.27,0.04,0.60,0.53
53,2015,0,0.41,0.29,0.03,0.98,0.57
54,2010,0,-0.11,0.22,0.12,2.75,0.64
54,2011,0,0.11,0.29,0.13,3.76,0.62
54,2012,0,0.17,0.31,0.13,3.39,0.57
54,2013,0,0.05,0.30,0.12,3.71,0.60
54,2014,0,0.22,0.44,0.14,5.04,0.62
54,2015,0,0.27,0.51,0.12,5.75,0.58
55,2010,0,0.05,0.36,0.07,2.24,0.23
55,2011,0,0.01,0.37,0.06,1.47,0.20
55,2012,0,0.04,0.41,0.03,1.73,0.24
55,2013,0,0.03,0.28,0.05,1.36,0.23
55,2014,0,0.02,0.27,0.05,1.35,0.24
55,2015,0,0.06,0.30,0.05,1.58,0.24
56,2010,0,0.22,0.01,0.03,1.78,0.21
56,2011,0,0.26,-0.02,0.06,4.07,0.24
56,2013,0,0.27,0.03,0.05,3.64,0.23
56,2014,0,0.21,0.02,0.06,3.68,0.25
56,2015,0,0.28,0.09,0.07,4.92,0.28
57,2010,0,0.10,0.19,0.06,0.59,0.33
57,2011,0,0.15,0.22,0.07,0.69,0.35
57,2012,0,0.13,0.19,0.05,1.10,0.39
57,2013,0,0.07,0.14,0.05,0.82,0.24
57,2014,0,0.05,0.22,0.05,1.07,0.32
57,2015,0,0.10,0.25,0.05,1.50,0.31
58,2010,0,-0.01,0.18,0.04,0.69,0.11
58,2011,0,0.02,0.17,0.05,0.77,0.11
58,2012,0,-0.09,0.16,0.00,0.45,0.09
58,2013,0,0.09,0.15,0.03,0.48,0.12
58,2014,0,0.08,0.14,0.04,0.60,0.18
58,2015,0,0.08,0.16,0.06,0.64,0.21
59,2009,0,0.33,0.13,0.00,0.81,0.30
60,2010,0,0.20,0.23,0.04,0.52,0.17
60,2011,0,0.20,0.22,0.03,0.16,0.16
60,2012,0,0.20,0.20,0.04,0.23,0.17
60,2013,0,0.20,0.10,0.02,0.13,0.06
61,2008,0,0.21,0.38,0.06,2.64,0.28
61,2009,0,0.20,0.43,0.07,5.21,0.28
61,2010,0,0.20,0.42,0.06,4.96,0.27
61,2011,0,0.32,0.43,0.07,5.02,0.29
61,2012,0,0.37,0.46,0.08,7.49,0.28
61,2013,0,0.36,0.44,0.09,5.62,0.25
61,2014,0,0.31,0.44,0.07,6.55,0.24
61,2015,0,0.37,0.48,0.07,10.35,0.23
62,2008,0,0.03,0.21,0.05,2.10,0.20
62,2009,0,0.03,0.12,-0.16,1.55,0.29
62,2010,0,0.06,0.13,0.02,1.87,0.34
62,2011,0,0.05,0.13,0.06,2.27,0.48
63,2008,0,0.09,0.26,0.04,7.08,0.12
63,2009,0,0.12,0.30,0.04,6.94,0.11
63,2010,0,0.11,0.30,0.04,5.88,0.10
63,2011,0,0.14,0.10,0.07,4.32,0.11
63,2012,0,0.13,-0.14,0.03,4.28,0.12
63,2013,0,0.20,-0.11,0.04,4.36,0.14
63,2014,0,0.23,-0.10,0.04,6.53,0.13
63,2015,0,0.29,-0.06,0.05,4.79,0.11
64,2010,0,0.38,0.42,0.07,1.95,0.17
64,2011,0,0.29,0.46,0.04,1.07,0.18
64,2012,0,0.27,0.43,0.04,1.03,0.18
64,2013,0,0.19,0.46,0.05,1.06,0.19
64,2014,0,0.21,0.52,0.06,1.54,0.21
64,2015,0,0.21,0.58,0.05,2.18,0.23
65,2010,0,0.15,0.14,0.08,2.93,0.22
65,2011,0,0.07,0.06,0.06,4.28,0.25
65,2012,0,0.10,0.09,0.07,4.86,0.24
65,2013,0,0.12,0.05,0.08,1.77,0.21
65,2014,0,0.14,0.10,0.07,1.82,0.22
65,2015,0,0.15,0.09,0.06,2.06,0.21
66,2010,0,0.12,0.56,0.07,2.65,0.23
66,2011,0,0.11,0.59,0.06,2.66,0.24
66,2012,0,0.13,0.60,0.07,3.90,0.24
66,2013,0,0.15,0.64,0.06,2.88,0.24
66,2014,0,0.26,0.69,0.06,3.46,0.23
66,2015,0,0.32,0.74,0.06,4.85,0.25
67,2010,0,-0.01,0.07,0.07,2.07,0.25
68,2010,0,0.03,0.25,0.05,4.42,0.15
68,2011,0,-0.06,0.06,0.03,1.09,0.13
68,2012,0,-0.07,0.06,0.05,0.82,0.12
68,2013,0,-0.03,-0.13,0.06,1.01,0.17
68,2014,0,-0.01,-0.11,0.05,1.07,0.17
68,2015,0,-0.01,-0.12,0.05,1.10,0.19
69,2010,0,-0.11,0.29,0.08,3.11,0.18
69,2011,0,-0.10,0.30,0.06,2.27,0.13
69,2012,0,-0.02,0.32,0.08,2.17,0.15
69,2013,0,0.00,0.33,0.06,1.54,0.15
69,2014,0,0.04,0.34,0.07,1.78,0.14
69,2015,0,-0.06,0.34,0.06,1.42,0.12
70,2010,0,0.05,0.11,0.05,0.76,0.13
70,2011,0,0.07,0.13,0.06,0.63,0.14
70,2012,0,0.06,0.11,0.05,0.87,0.12
70,2013,0,0.07,0.13,0.06,1.13,0.13
70,2014,0,0.05,0.15,0.05,1.61,0.15
70,2015,0,0.05,0.18,0.06,1.53,0.15
71,2010,0,0.25,0.52,0.07,2.29,0.35
71,2011,0,0.11,0.44,0.06,1.68,0.33
71,2012,0,0.21,0.49,0.07,2.53,0.31
71,2013,0,0.21,0.45,0.06,2.05,0.31
71,2014,0,0.23,0.52,0.05,2.32,0.31
71,2015,0,0.23,0.55,0.06,2.69,0.32
72,2010,0,0.16,0.11,0.04,0.36,1.01
72,2011,0,0.27,-0.03,0.05,0.44,1.32
73,2010,0,0.19,0.30,0.12,5.90,1.47
73,2011,0,0.08,0.30,0.09,2.85,1.16
73,2012,0,0.16,0.27,0.12,2.95,0.98
73,2013,0,0.18,0.27,0.10,1.93,0.94
73,2014,0,0.17,0.32,0.13,3.34,1.00
73,2015,0,0.21,0.38,0.11,3.06,0.94
74,2010,0,0.06,-0.12,0.02,0.31,0.22
74,2011,1,0.07,-0.13,0.00,0.08,0.19
75,2010,0,0.09,-0.04,0.03,0.37,0.34
75,2011,0,-0.02,-0.06,0.03,0.67,0.38
75,2012,0,0.06,-0.27,0.06,0.68,0.43
75,2014,0,0.11,-0.39,0.06,0.85,0.37
75,2015,0,0.16,-0.36,0.06,0.94,0.41
76,2007,0,0.03,-0.11,0.05,0.98,0.08
76,2008,1,0.07,-0.23,-0.13,0.83,0.09
77,2007,0,0.38,0.05,0.02,0.27,0.21
77,2008,0,0.30,-0.06,0.04,0.13,0.25
77,2009,1,0.24,-0.20,0.02,0.05,0.23
78,2010,0,0.29,0.33,0.06,0.67,0.32
78,2011,0,0.31,0.37,0.06,1.03,0.30
78,2012,0,0.38,0.39,0.09,2.01,0.37
78,2013,0,0.38,0.52,0.08,2.98,0.37
78,2014,0,0.47,0.48,0.06,3.02,0.29
78,2015,0,0.46,0.43,0.05,1.88,0.26
79,2010,0,0.12,0.00,0.08,1.44,0.37
79,2011,0,0.12,0.05,0.06,0.99,0.33
79,2012,0,0.24,0.07,0.05,0.94,0.33
79,2013,0,0.21,0.03,0.07,1.01,0.32
79,2014,0,0.24,0.10,0.06,1.16,0.35
79,2015,0,0.25,0.18,0.07,1.83,0.33
80,2010,0,0.00,0.27,0.04,1.07,0.35
80,2011,0,-0.10,0.17,0.07,1.02,0.47
80,2012,0,-0.19,0.19,0.03,0.81,0.09
80,2013,0,-0.10,0.18,0.05,0.52,0.17
80,2014,0,0.14,0.17,0.03,0.75,0.17
81,2010,0,0.10,0.30,0.03,4.29,0.07
81,2011,0,0.11,0.31,0.05,6.08,0.11
81,2012,0,0.16,0.37,0.05,3.81,0.10
81,2013,0,0.09,0.30,0.05,4.03,0.08
81,2014,0,0.14,0.32,0.04,3.75,0.08
81,2015,0,0.11,0.33,0.06,4.23,0.08
82,2010,0,0.10,0.32,0.06,1.60,0.45
82,2011,0,-0.04,0.31,0.07,1.92,0.36
82,2012,0,-0.07,0.32,0.05,0.84,0.35
82,2013,0,-0.03,0.24,0.04,0.61,0.28
82,2014,0,0.01,0.22,0.06,0.79,0.28
82,2015,0,-0.10,0.28,0.02,1.04,0.30
83,2010,0,0.11,0.22,0.05,0.69,0.38
83,2011,0,0.14,0.23,0.04,0.59,0.38
83,2012,0,0.03,0.19,0.05,0.63,0.39
83,2013,0,0.09,0.15,0.04,0.48,0.39
83,2014,0,0.09,0.13,0.04,0.73,0.36
83,2015,0,0.21,0.16,0.03,0.62,0.40
84,2006,0,0.02,0.06,0.07,0.39,0.53
84,2007,0,0.03,0.07,0.06,0.36,0.61
84,2008,0,0.03,0.09,0.05,0.73,0.53
84,2009,0,0.25,0.20,0.07,1.35,0.83
84,2010,0,0.17,0.26,0.06,0.71,1.08
85,2010,0,0.00,0.10,0.06,0.70,0.14
85,2011,0,-0.01,0.09,0.06,0.58,0.16
85,2012,0,-0.09,0.09,0.04,0.62,0.17
85,2013,0,-0.03,0.09,0.04,0.53,0.13
85,2014,0,-0.05,0.09,0.06,0.54,0.14
85,2015,0,0.00,0.10,0.04,0.54,0.13
86,2010,0,0.05,0.18,0.05,1.04,0.15
86,2011,0,-0.04,0.18,0.04,0.90,0.16
86,2012,0,0.01,0.17,0.03,0.72,0.15
86,2013,0,0.04,0.13,0.02,0.62,0.15
86,2014,0,0.06,0.09,0.01,0.67,0.17
86,2015,0,0.09,0.07,0.03,0.64,0.18
87,2007,0,0.37,0.14,0.08,1.20,0.49
87,2008,0,0.33,0.16,0.04,0.88,0.48
88,2008,0,0.27,0.62,0.09,2.61,0.49
88,2009,0,0.23,0.69,0.08,1.93,0.51
88,2010,0,0.23,0.73,0.10,2.67,0.54
88,2011,0,0.21,0.79,0.08,1.49,0.45
88,2012,0,0.32,0.61,0.05,1.08,0.29
88,2013,0,0.33,0.60,0.08,0.95,0.37
88,2014,0,0.37,0.60,0.07,1.17,0.37
88,2015,0,0.44,0.61,0.08,2.44,0.35
89,2010,0,0.26,0.86,0.10,15.07,0.30
89,2011,0,0.27,0.98,0.09,17.25,0.31
89,2012,0,0.11,0.67,0.07,5.30,0.20
89,2013,0,0.10,0.74,0.07,2.85,0.23
89,2014,0,0.19,0.70,0.07,3.16,0.23
89,2015,0,0.18,0.66,0.06,2.49,0.20
90,2012,0,0.00,0.13,0.04,0.24,0.12
90,2013,0,-0.02,0.08,0.04,0.25,0.14
90,2014,0,-0.03,0.07,0.05,0.37,0.15
90,2015,0,0.08,0.09,0.05,0.56,0.16
91,2010,0,0.45,0.23,0.04,0.49,0.60
91,2011,0,0.39,0.23,0.05,0.64,0.57
91,2012,0,0.36,0.24,0.04,0.65,0.63
91,2013,0,0.38,0.29,0.05,1.15,0.66
91,2014,0,0.44,0.35,0.05,1.85,0.63
91,2015,0,0.36,0.34,0.05,1.19,0.60
92,2014,0,0.03,0.10,0.05,1.99,0.11
93,2006,0,0.17,0.46,0.05,1.97,0.77
93,2007,0,0.03,0.36,0.07,0.38,0.97
93,2008,1,0.04,0.21,0.03,0.09,1.02
94,2010,0,0.18,0.39,0.05,1.01,0.28
94,2011,0,0.20,0.32,0.05,0.66,0.29
94,2012,0,0.20,0.37,0.02,0.96,0.26
94,2013,0,0.22,0.32,0.04,0.80,0.30
94,2014,0,0.21,0.34,0.04,1.31,0.33
94,2015,0,0.22,0.34,0.04,1.84,0.34
95,2006,0,0.41,0.69,0.04,2.14,0.28
95,2007,0,0.40,0.69,0.05,1.97,0.28
95,2008,0,0.28,0.69,0.06,2.76,0.32
95,2009,0,0.29,0.61,0.03,1.61,0.27
95,2010,0,0.32,0.59,0.05,1.38,0.31
95,2011,0,0.36,0.56,0.05,1.50,0.36
95,2012,0,0.35,0.56,-0.01,1.17,0.25
96,2010,0,0.26,-0.02,0.04,0.22,0.25
96,2011,0,0.32,-0.44,0.02,0.09,0.35
97,2007,0,-0.02,0.08,0.05,0.98,0.14
97,2008,0,-0.01,0.13,0.04,1.03,0.12
97,2009,0,-0.02,0.16,0.07,1.12,0.14
97,2010,0,-0.02,0.20,0.06,0.74,0.14
97,2011,0,-0.01,0.21,0.06,0.70,0.13
